source_id,source_name,source_type,iso3_country,sector,subsector,start_time,end_time,lat,lon,geometry_ref,gas,emissions_quantity,temporal_granularity,activity,activity_units,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,other1,other1_def,other2,other2_def,other3,other3_def,other4,other4_def,other5,other5_def,other6,other6_def,other7,other7_def,other8,other8_def,other9,other9_def,other10,other10_def,created_date,modified_date
25776500,"35-82, Kemal Atatürk Mahallesi, Foça",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,38.666107630149185,26.905528298218513,trace_26.905528298218513_38.666107630149185,ch4,2569.81,annual,51728.59,T of waste,0.049679,T of CO2 per T of waste,23868.78,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"35-82, Kemal Atatürk Mahallesi, Foça, Izmir, Aegean Region, 35680, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776500,"35-82, Kemal Atatürk Mahallesi, Foça",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,38.666107630149185,26.905528298218513,trace_26.905528298218513_38.666107630149185,co2,,annual,51728.59,T of waste,,,23868.78,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"35-82, Kemal Atatürk Mahallesi, Foça, Izmir, Aegean Region, 35680, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776500,"35-82, Kemal Atatürk Mahallesi, Foça",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,38.666107630149185,26.905528298218513,trace_26.905528298218513_38.666107630149185,co2e_100yr,71954.59,annual,51728.59,T of waste,,,23868.78,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"35-82, Kemal Atatürk Mahallesi, Foça, Izmir, Aegean Region, 35680, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776500,"35-82, Kemal Atatürk Mahallesi, Foça",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,38.666107630149185,26.905528298218513,trace_26.905528298218513_38.666107630149185,co2e_20yr,215863.78,annual,51728.59,T of waste,,,23868.78,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"35-82, Kemal Atatürk Mahallesi, Foça, Izmir, Aegean Region, 35680, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776500,"35-82, Kemal Atatürk Mahallesi, Foça",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,38.666107630149185,26.905528298218513,trace_26.905528298218513_38.666107630149185,n2o,,annual,51728.59,T of waste,,,23868.78,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"35-82, Kemal Atatürk Mahallesi, Foça, Izmir, Aegean Region, 35680, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776500,"35-82, Kemal Atatürk Mahallesi, Foça",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,38.666107630149185,26.905528298218513,trace_26.905528298218513_38.666107630149185,ch4,2569.81,annual,51728.59,T of waste,0.049679,T of CO2 per T of waste,23868.78,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"35-82, Kemal Atatürk Mahallesi, Foça, Izmir, Aegean Region, 35680, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776500,"35-82, Kemal Atatürk Mahallesi, Foça",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,38.666107630149185,26.905528298218513,trace_26.905528298218513_38.666107630149185,co2,,annual,51728.59,T of waste,,,23868.78,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"35-82, Kemal Atatürk Mahallesi, Foça, Izmir, Aegean Region, 35680, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776500,"35-82, Kemal Atatürk Mahallesi, Foça",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,38.666107630149185,26.905528298218513,trace_26.905528298218513_38.666107630149185,co2e_100yr,71954.59,annual,51728.59,T of waste,,,23868.78,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"35-82, Kemal Atatürk Mahallesi, Foça, Izmir, Aegean Region, 35680, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776500,"35-82, Kemal Atatürk Mahallesi, Foça",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,38.666107630149185,26.905528298218513,trace_26.905528298218513_38.666107630149185,co2e_20yr,215863.78,annual,51728.59,T of waste,,,23868.78,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"35-82, Kemal Atatürk Mahallesi, Foça, Izmir, Aegean Region, 35680, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776500,"35-82, Kemal Atatürk Mahallesi, Foça",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,38.666107630149185,26.905528298218513,trace_26.905528298218513_38.666107630149185,n2o,,annual,51728.59,T of waste,,,23868.78,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"35-82, Kemal Atatürk Mahallesi, Foça, Izmir, Aegean Region, 35680, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776654,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah.",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,37.77834100288466,38.20453740830579,trace_38.20453740830579_37.77834100288466,ch4,1645.99,annual,27328.2,T of waste,0.06023,T of CO2 per T of waste,11532.05,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah., Adıyaman, Southeastern Anatolia Region, 02040, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776654,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah.",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,37.77834100288466,38.20453740830579,trace_38.20453740830579_37.77834100288466,co2,,annual,27328.2,T of waste,,,11532.05,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah., Adıyaman, Southeastern Anatolia Region, 02040, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776654,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah.",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,37.77834100288466,38.20453740830579,trace_38.20453740830579_37.77834100288466,co2e_100yr,46087.63,annual,27328.2,T of waste,,,11532.05,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah., Adıyaman, Southeastern Anatolia Region, 02040, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776654,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah.",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,37.77834100288466,38.20453740830579,trace_38.20453740830579_37.77834100288466,co2e_20yr,138262.88,annual,27328.2,T of waste,,,11532.05,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah., Adıyaman, Southeastern Anatolia Region, 02040, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776654,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah.",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,37.77834100288466,38.20453740830579,trace_38.20453740830579_37.77834100288466,n2o,,annual,27328.2,T of waste,,,11532.05,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah., Adıyaman, Southeastern Anatolia Region, 02040, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776654,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah.",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,37.77834100288466,38.20453740830579,trace_38.20453740830579_37.77834100288466,ch4,1645.99,annual,27328.2,T of waste,0.06023,T of CO2 per T of waste,11532.05,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah., Adıyaman, Southeastern Anatolia Region, 02040, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776654,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah.",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,37.77834100288466,38.20453740830579,trace_38.20453740830579_37.77834100288466,co2,,annual,27328.2,T of waste,,,11532.05,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah., Adıyaman, Southeastern Anatolia Region, 02040, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776654,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah.",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,37.77834100288466,38.20453740830579,trace_38.20453740830579_37.77834100288466,co2e_100yr,46087.63,annual,27328.2,T of waste,,,11532.05,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah., Adıyaman, Southeastern Anatolia Region, 02040, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776654,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah.",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,37.77834100288466,38.20453740830579,trace_38.20453740830579_37.77834100288466,co2e_20yr,138262.88,annual,27328.2,T of waste,,,11532.05,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah., Adıyaman, Southeastern Anatolia Region, 02040, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25776654,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah.",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,37.77834100288466,38.20453740830579,trace_38.20453740830579_37.77834100288466,n2o,,annual,27328.2,T of waste,,,11532.05,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"7. Cadde, Organize Sanayi Bölgesi, Türkiye Petrolleri Mah., Adıyaman, Southeastern Anatolia Region, 02040, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25777901,"Ak-Yeniköy, Didim, Aydın",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,37.48298225164741,27.292571021644296,trace_27.292571021644296_37.48298225164741,ch4,169.55,annual,2914.16,T of waste,0.058181,T of CO2 per T of waste,1277.41,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"Ak-Yeniköy, Didim, Aydın, Aegean Region, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25777901,"Ak-Yeniköy, Didim, Aydın",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,37.48298225164741,27.292571021644296,trace_27.292571021644296_37.48298225164741,co2,,annual,2914.16,T of waste,,,1277.41,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"Ak-Yeniköy, Didim, Aydın, Aegean Region, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25777901,"Ak-Yeniköy, Didim, Aydın",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,37.48298225164741,27.292571021644296,trace_27.292571021644296_37.48298225164741,co2e_100yr,4747.37,annual,2914.16,T of waste,,,1277.41,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"Ak-Yeniköy, Didim, Aydın, Aegean Region, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25777901,"Ak-Yeniköy, Didim, Aydın",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,37.48298225164741,27.292571021644296,trace_27.292571021644296_37.48298225164741,co2e_20yr,14242.11,annual,2914.16,T of waste,,,1277.41,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"Ak-Yeniköy, Didim, Aydın, Aegean Region, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25777901,"Ak-Yeniköy, Didim, Aydın",Dumpsites,TUR,waste,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,37.48298225164741,27.292571021644296,trace_27.292571021644296_37.48298225164741,n2o,,annual,2914.16,T of waste,,,1277.41,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"Ak-Yeniköy, Didim, Aydın, Aegean Region, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25777901,"Ak-Yeniköy, Didim, Aydın",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,37.48298225164741,27.292571021644296,trace_27.292571021644296_37.48298225164741,ch4,169.55,annual,2914.16,T of waste,0.058181,T of CO2 per T of waste,1277.41,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"Ak-Yeniköy, Didim, Aydın, Aegean Region, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25777901,"Ak-Yeniköy, Didim, Aydın",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,37.48298225164741,27.292571021644296,trace_27.292571021644296_37.48298225164741,co2,,annual,2914.16,T of waste,,,1277.41,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"Ak-Yeniköy, Didim, Aydın, Aegean Region, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25777901,"Ak-Yeniköy, Didim, Aydın",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,37.48298225164741,27.292571021644296,trace_27.292571021644296_37.48298225164741,co2e_100yr,4747.37,annual,2914.16,T of waste,,,1277.41,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"Ak-Yeniköy, Didim, Aydın, Aegean Region, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25777901,"Ak-Yeniköy, Didim, Aydın",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,37.48298225164741,27.292571021644296,trace_27.292571021644296_37.48298225164741,co2e_20yr,14242.11,annual,2914.16,T of waste,,,1277.41,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"Ak-Yeniköy, Didim, Aydın, Aegean Region, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
25777901,"Ak-Yeniköy, Didim, Aydın",Dumpsites,TUR,waste,solid-waste-disposal,2022-01-01 00:00:00,2022-12-31 00:00:00,37.48298225164741,27.292571021644296,trace_27.292571021644296_37.48298225164741,n2o,,annual,2914.16,T of waste,,,1277.41,m2,,Global Plastic Watch,metadata_source,,landfill_area_source,"Ak-Yeniköy, Didim, Aydın, Aegean Region, Turkey",native_asset_id,modeled,emissions_estimation_method,2021.0,metadata_reported_year,Active,operating_status,,landfill_gas_collection_system_present,,landfill_cover_type,,original_reported_annual_incoming_waste,,original_reported_waste_in_place,2023-11-08 00:00:00,
